cue,R1,R2,R3
frankly,honestly,openly,directly
frat,group,brotherhood,college
fraternity,brotherhood,group,brother
fray,conflict,battle,scuffle
freckle,spot,skin,mark
freckled,spotted,marked,skin
friar,monk,religious,brother
friendliness,amity,kindness,warmth
friendly,amiable,amicable,kind
friendship,bond,connection,companionship
frill,decoration,trim,embellishmant
frilly,decorative,fancy,ornate
frisk,search,pat,check
frisky,playful,lively,spirited
fritter,waste,squander,spend
frizz,hair,unruly,unmanageable
frock,dress,garmant,style
frontier,edge,border,area
frostbite,cold,injury,damage
fuck,swear,curse,vulgar
fundamantal,basic,principle,essential
fundamantalist,strict,religious,adherent
fur,coat,hairy,animal
furnishing,home,decor,interior
furniture,home,piece,interior
furrowed,brow,line,wrinkled
furry,animal,hairy,coat
futon,bed,japanese,mattress
fuzz,fluff,light,hair
fuzzy,light,soft,hair
g'day,hello,greeting,australian
gab,talk,chat,converse
gaga,enthusiastic,fan,excited
gal,woman,female,person
gala,event,celebration,festival
galahad,knight,round,arthur
gallant,brave,noble,chivalrous
gamma,ray,radiation,light
garb,clothes,outfit,attire
garmant,clothing,attire,clothes
garter,band,stocking,support
gasp,shocked,breath,surprise
gay,homosexual,merry,bright
gazelle,animal,graceful,fast
geisha,japanese,hostess,performer
gender,sex,identity,role
genealogy,family,history,research
generation,family,era,group
generosity,charity,giving,kindness
generous,giving,bountiful,lavish
genital,reproductive,organ,private
genitalia,reproductive,organ,female
genitals,reproductive,organ,male
gent,refined,polite,man
gentle,soft,mild,kind
gentleman,polite,refined,suave
gentlemanly,polite,courteous,refined
gentleness,softness,tenderness,kindness
gently,kindly,softly,lightly
genuine,authentic,real,honest
genuinely,sincerely,honestly,truly
gerbil,small,rodent,pet
geriatric,old,elderly,aged
germaine,greer,feminist,writer
gerri,halliwell,spice,ginger
gesticulate,signal,indicate,show
gesture,motion,movemant,sign
gi,army,soldier,military
gift,present,offering,treat
gigolo,male,escort,companion
ginsberg,poet,beat,howl
giraffe,tall,animal,neck
girdle,support,underwear,female
girl,female,young,woman
girlfriend,partner,romantic,companion
girly,feminine,pink,delicate
giver,donor,benefactor,provider
giving,charity,donating,altruistic
gladiator,fighter,roman,arena
glamorous,fancy,stylish,attractive
glove,hand,cover,protect
gluing,adhering,sticking,binding
gnarled,twisted,knotted,old
gnu,animal,antelope,wild
goat,animal,farm,horned
goatee,beard,facial,hair
god,faith,christianity,creator
godfather,crime,novel,leader
godless,atheist,nonbeliever,irreligious
godlessness,absence,atheism,irreligion
godliness,virtue,piety,holiness
godly,pious,devout,religious
godmother,female,sponsor,fairy
gonad,reproductive,gland,male
good-looking,attractive,handome,stylish
goodbye,farewell,parting,leave
goodness,virtue,quality,moral
goodnight,evening,sleep,farewell
goodwill,kindness,benevolence,generosity
gopher,animal,burrow,rodent
gordon,ramsay,chef,tv
gorgeous,beautiful,stunning,lovely
gorilla,ape,large,strong
gospel,christian,news,good
gothic,architecture,dark,style
gown,dress,formal,elegant
gr,abbreviation,gram,measure
grace,poise,elegance,beauty
graceful,elegant,poised,smooth
gracefully,elegantly,beautifully,smoothly
graceland,elvis,memphis,home
gracious,kind,courteous,polite
grail,holy,relic,quest
gran,elderly,female,family
grandchild,descendant,child,family
granddaughter,female,grandchild,family
grandfather,elderly,male,family
grandma,elderly,female,family
grandmother,elderly,female,family
grandpa,elderly,male,family
grandparent,elder,family,relative
grandson,male,grandchild,family
granny,elderly,affectionate,term
grassland,prairie,open,ecosystem
grateful,thankful,appreciative,obliged
gratitude,thankfulness,appreciation,thankful
gratuity,tip,extra,money
gravely,serious,solemn,severe
greek,mythology,ancient,athens
greenback,money,cash,bill
greet,welcome,meet,salutation
greeter,welcomer,host,usher
greeting,salutation,welcome,hello
gregorian,calendar,chant,month
grizzly,bear,wild,large
groin,anatomical,area,lower
groom,wed,marriage,bridegroom
groovy,cool,excellent,hip
grope,fondle,touch,inappropriate
groundhog,animal,weather,predictor
growl,animal,sound,fierce
grownup,adult,mature,people
gruff,rough,harsh,voice
guardian,protector,defender,caretaker
guy,male,man,fellow
habit,custom,routine,practice
hades,underworld,god,greek
hair,follicle,strand,head
haircut,style,cut,trim
hairdo,arrangemant,style,form
hairdresser,stylist,salon,coiffeur
hairless,bald,smooth,without
hairline,forehead,receding,edge
hairspray,styling,spray,hold
hairstyle,cut,style,form
hairy,furry,shaggy,bushy
haiti,port-au-prince,caribbean,island
hajj,pilgrimage,mecca,muslim
halal,permissible,food,islamic
hallelujah,praise,exclaim,rejoice
hallo,greeting,hello,german
halo,ring,angelic,headwear
hammock,sleep,net,hanging
hamster,rodent,pet,small
handhake,grip,meeting,formal
handlebar,mustache,facial,hair
handome,attractive,good-looking,man
hanger,for clothes,storage,rod
hanukkah,festival,jewish,light
happy-go-lucky,carefree,cheerful,happy
hard-on,erection,arousal,sexual
hardcore,intense,severe,music
hardwood,floor,timber,tree
hare,rabbit,fast,animal
harlot,prostitute,woman,derogatory
harness,control,secure,gear
hart,deer,stag,male
hasid,jewish,sect,orthodox
hassock,footrest,cushion,kneel
hast,have,posse,own
hat,headwear,cap,apparel
hawkins,stranger,eleven,series
hayes,president,rutherford,usa
headlight,car,front,light
hearted,sincere,genuine,deep
heartfelt,sincere,deep,emotion
heathen,nonbeliever,pagan,ungodly
heaven,paradise,bliss,afterlife
heavenly,divine,blissful,spiritual
heaving,intense,strong,effort
hebrew,language,ancient,israel
hedgehog,animal,spiny,small
heel,back,foot,shoe
hefner,playboy,magazine,founder
hell,place,inferno,bad
hellfire,inferno,flame,punishmant
hellish,demonic,infernal,awful
hello,greeting,welcome,salutation
helpful,useful,assisting,supportive
hem,fabric,edge,sew
hemming,sewing,stitching,fabric
hemp,plant,fiber,textile
henry,viii,king,england
hera,goddess,greek,zeus
hercules,hero,greek,strength
herd,group,cattle,animal
heretic,nonbeliever,dissent,heresy
heritage,ancestry,culture,tradition
herman,melville,moby,author
hero,courageous,valiant,figure
heroic,brave,valiant,gallant
heroism,bravery,courage,valor
herringbone,pattern,fabric,v
hershey,chocolate,town,pennsylvania
hershey's,chocolate,bar,sweet
hess,hermann,author,siddhartha
hey,greeting,hi,informal
hi,greeting,high,casual
hide,skin,conceals,leather
himalaya,mountain,range,peak
hindu,religion,deity,temple
hinduism,religion,practice,deity
hip,pelvis,body,dance
hippie,counterculture,1960s,bohemian
hippo,large,mammal,water
hippopotamus,large,mammal,africa
hipster,trendy,young,urban
hirsute,hairy,shaggy,bushy
historic,noteworthy,significant,past
historical,recorded,past,event
history,past,event,study
ho,stocking,worn,leg
hobbit,tolkien,middle-earth,bilbo
hoe,tool,gardening,dig
hole,opening,gap,space
holey,sacred,sock,perforated
holier,more,virtuous,than
holiness,sacredness,purity,spirituality
holocaust,tragedy,world,ii
holy,sacred,divine,pure
homely,simple,plain,unadorned
homemaker,family,manager,domestic
homey,comfortable,cozy,familiar
homily,sermon,moral,speech
hominid,ancient,human,specie
homo,sapiens,evolution,specie
homosexual,gay,same-sex,preference
homosexuality,same-sex,attraction,orientation
honest,truthful,sincere,candid
honestly,truthfully,genuinely,openly
honesty,truthfulness,integrity,sincerity
honeymoon,trip,marriage,after
honor,respect,integrity,virtue
honorable,respected,esteemed,principled
honored,respected,esteemed,valued
hood,covering,car,head
hoodie,sweatshirt,casual,wear
hoodlum,criminal,gangster,thug
hoof,animal,foot,hard
hook,catch,fasten,secure
hooker,prostitute,street,slang
hop,jump,skip,leap
hormone,chemical,body,biological
horn,antler,animal,sharp
horny,aroused,excited,sexual
horse,animal,ride,race
horse-like,equine,resembling,like
horseman,rider,apocalypse,biblical
hosiery,stocking,nylon,leg
hospice,care,end,medical
hospitable,welcoming,friendly,warm
hospitality,welcoming,friendly,care
hound,dog,track,breed
household,relative,unit,group
housewife,spouse,domestic,married
howdy,greeting,western,hello
howl,animal,sound,bay
hug,embrace,squeeze,affection
hugable,cuddly,lovable,affectionate
hugh,laurie,actor,house
hullo,hello,greeting,casual
human,specie,mankind,sapiens
humane,compassionate,kind,caring
humanity,people,compassion,society
humankind,specie,mankind,people
humble,modest,simple,unassuming
humility,modesty,decency,virtue
hundred,century,year,count
hunk,attractive,man,muscular
hunt,pursue,game,activity
hunted,chased,pursued,game
hunter,pursuer,game,person
hunting,chase,game,activity
hurrying,rushing,fast,quick
husband,spouse,married,man
hussy,promiscuous,woman,slang
hutch,starsky,tv,detective
hyena,animal,predator,africa
hyman,virginity,membrane,anatomy
hymn,spiritual,song,worship
i's,personal,pronoun,possessive
icecap,frozen,peak,glacier
ideate,think,create,imagine
ideology,system,belief,political
idiosyncrasy,quirk,peculiar,trait
idiot,fool,unintelligent,people
idol,revered,figure,worshiped
idolatry,worship,excessive,obsession
idolized,adored,revered,celebrated
ignored,overlooked,neglected,unseen
ilk,type,kind,category
ill-fitting,poorly,misfit,awkward
imam,islamic,leader,cleric
imitates,copy,mimic,emulate
immodest,improper,revealing,bold
immoral,wrong,sinful,unethical
implant,insert,medical,device
impregnate,fertilize,conceive,
impression,effect,influence,mark
imprint,mark,impression,effect
in-law,family,relative,connected
inbreeding,genetic,close,breeding
incest,taboo,family,sexual
indianapolis,500,race,city
infant,baby,newborn,young
infatuated,smitten,obsessed,enchanted
infernal,hellish,demonic,diabolic
infertile,unable,sterile,barren
infidel,nonbeliever,unbeliever,heathen
infiltrate,enter,sneak,penetrate
infirm,weak,elderly,frail
informal,casual,easygoing,laid-back
inky,dark,black,deep
inn,lodging,hotel,place
innuendo,suggestion,hint,implied
insanely,madly,crazily,wildly
insemination,fertilization,artificial,reproductive
insertion,insert,place,entry
instinct,natural,intuition,gut
integrity,honesty,principle,uprightness
intercourse,sexual,relation,activity
interior,inside,inner,room
intermittent,sporadic,periodic,occasional
intertwine,entangle,interweave,twist
intertwined,entangled,connected,interlaced
intimacy,closeness,privacy,connection
intimate,close,personal,detailed
introduce,present,meet,
introduction,preface,beginning,entry
invisibility,cloaking,unseen,hidden
inviting,alluring,tempting,welcoming
ionic,charged,atom,particle
ironed,pressed,flat,smooth
isaac,newton,science,bible
ishmael,bible,abraham,son
islam,religion,quran,muhammad
israel,country,middle-east,jerusalem
israeli,country,middle-east,netanyahu
italian,people,pasta,country
italic,typeface,slanted,style
iud,contraceptive,device,birth
ivory,white,tusk,precious
jackal,canine,wild,predator
jacket,outerwear,rain,garmant
jacob,israel,patriarch,twelve
jaguar,animal,big cat,spotted
james,bond,author,novel
jane,austen,literature,pride
jason,argonaut,golden,hero
jay,leno,tonight,host
jean,denim,pant,fabric
jerry,seinfeld,comedian,tv
jerusalem,city,holy,israel
jesse,james,outlaw,wild
jesuit,religious,priest,catholic
jesus,christ,christianity,savior
jew,people,culture,israel
jewish,religion,culture,tradition
jill,hill,climb,nursery
jimmy,hendrix,music,guitar
joan,of arc,saint,martyr
joe,biden,president,politics
joey,tribbiani,friend,character
jogger,runner,athletic,pant
jogging,running,pant,sport
john,lennon,beatles,music
jones,indiana,adventure,archaeologist
joseph,bible,egypt,dream
joyce,dubliner,author,literature
judaism,religion,jewish,faith
judge,judicial,officiators,arbiter
judi,dench,actress,british
judy,garland,wizard,oz
julianne,hough,dancer,actress
jumper,sweater,pullover,knit
jungle,tropical,forest,dense
justified,right,fair,lawful
jute,fiber,natural,textile
kain,jesus,christianity,carpenter
kangaroo,marsupial,australian,hop
karma,destiny,fate,effect
kebab,meat,skewer,grilled
kennedy,president,usa,1963
kenya,country,nairobi,africa
key,unlock,open,tool
key ring,ring,key,holder
kimono,traditional,japanese,garmant
kin,family,relative,clan
kind,generous,compassionate,considerate
kindly,benevolent,cordial,warm
kindness,goodness,generosity,care
kindred,family,relative,connection
king,arthur,crown,england
kink,twist,bend,deviation
kinky,sexual,deviant,nontraditional
kinship,family,relative,bond
kip,nap,sleep,snooze
kirk,captain,enterprise,spock
kiss,smooch,peck,affectionate
kissing,smooch,peck,affection
kith,friend,companion,relation
kitkat,chocolate,candy,break
kitten,young,cat,small
kitty,cat,small,pet
kneel,bow,respect,down
knickers,underwear,female,garmant
knight,armed,warrior,medieval
knit,create,wool,activity
knitted,made,yarn,sweater
knitting,create,yarn,fabric
knot,tie,bind,loop
knotted,tied,twisted,complex
knowles,beyoncé,singer,destiny
koala,marsupial,bear,australian
kohl,angela,chancellor,germany
kool-aid,drink,sugar,flavored
koran,muslim,holy,book
kosher,permissible,food,jewish
kyoto,city,japan,temple
l,lawsuit,school,suit
lab,science,room,research
labium,female,anatomy,genital
labrador,dog,breed,black
lace,shoestring,tie,shoe
lacey,smith,actress,tv
lacrosse,sport,game,stick
lad,young,boy,male
laddie,young,boy,scottish
lady,woman,feminine,group
laid-back,relaxed,easy,chill
laity,common,people,church
lamb,young,sheep,soft
laminate,wood,plastic,cover
lancelot,arthur,knight,round
lap,sit,rest,perch
lapel,collar,suit,jacket
lapland,santa,finland,claus
larder,pantry,food,storage
lariat,rope,cowboy,loop
lash,eyelash,hit,strike
lass,young,girl,informal
lassie,dog,show,collie
lasso,rope,catch,cowboy
laud,praise,command,extol
lavish,extravagant,opulent,rich
lawrencium,elemant,periodic,heavy
lax,relaxed,careless,loose
layer,sheet,fabric,stack
laze,idle,relax,inactive
leaper,jumper,athlete,high
leaping,jumping,bounding,springing
leash,restraint,control,dog
leather,skin,material,durable
leathery,tough,textured,material
leg,limb,walk,lower
leg it,real,genuine,authentic
legacy,inheritance,tradition,history
legging,stretch,fabric,fit
legitimate,lawful,rightful,genuine
lenient,tolerant,forgiving,easygoing
lennon,beatles,music,imagine
leonard,cohen,music,hallelujah
leopard,big cat,spotted,wild
leotard,gymnastic,outfit,tight
lesbian,gay,woman,orientation
levi,jean,denim,strauss
libido,sexual,desire,drive
lid,cover,top,container
life,existence,being,vitality
lifespan,duration,existence,age
lifetime,existence,duration,period
likable,agreeable,pleasant,nice
like,similar,enjoy,resemble
lineage,family,ancestor,heritage
linen,fabric,flax,textile
lingerie,undergarmant,woman,delicate
lining,inside,coat,material
linnie,profile,high,suspect
linoleum,flooring,material,vinyl
lint,fluff,fiber,tiny
lion,big,cat,wild
lioness,female,big,cat
lip,mouth,facial,feature
lipstick,cosmetic,color,beauty
literally,exactly,precisely,actually
liverpool,football,club,city
llama,animal,andes,woolly
lo,look,behold,see
lock,hair,secure,door
loin,meat,area,between
long,extended,far,distance
longevity,long life,duration,time
longhorn,cattle,texas,breed
loom,weave,device,thread
loose,not tight,not tense,
loosen,unfasten,relax,free
louis,xiv,france,king
lounge,relax,bar,furniture
lovable,endearing,sweet,charming
love,affection,romance,passion
loved,cherished,adored,treasured
lovely,charming,delightful,beautiful
lover,romantic,partner,companion
lovestruck,infatuated,smitten,in love
loving,affectionate,caring,warm
lovingly,affectionately,tenderly,warmly
lox,smoked,salmon,fish
loyal,faithful,devoted,steadfast
loyalty,fidelity,devotion,faithfulness
lucifer,devil,fallen,angel
luger,pistol,firearm,german
lunge,attack,spring,forward
lupine,wolf-like,canine,wild
lure,attract,tempt,seduce
lurk,stalk,skulk,hide
lust,desire,passion,yearn
luther,martin,reformer,german
luxurious,fancy,opulent,rich
luxury,richness,opulence,wealth
lycanthropy,werewolf,transformation,myth
lycra,fabric,stretch,apparel
m,miss,woman,title
ma,mother,informal,term
ma'am,woman,polite,title
mackerel,fish,oceanic,silver
madam,woman,polite,title
madame,lady,polite,title
mademoiselle,woman,feminine,title
madly,passionately,intensely,wildly
madonna,pop,singer,vogue
mag,publication,magazine,periodical
magdalene,mary,bible,follower
magi,wise,man,biblical
maiden,young,woman,unmarried
makeup,cosmetic,beauty,face
male,adult,human,gender
maltese,dog,breed,island
mama,mother,informal,affectionate
mammal,animal,creature,living
mammaries,breast,human,gland
mammary,breast,gland,milk
mammoth,huge,extinct,beast
man,adult,human,male
man's,male,gender,clothing
manatee,sea,cow,aquatic
mand,repair,fix,heal
mane,hair,neck,horse
manhood,masculinity,male,adult
mankind,humanity,people,specie
manly,masculine,manful,strong
manner,politeness,civility,respect
mannerism,habit,peculiarity,trait
mannerly,polite,courteous,refined
manopause,aging,hormone,woman
manses,period,cycle,woman
manstrual,cycle,period,bleed
manstruate,bleed,cycle,period
manstruation,period,cycle,bleeding
mantis,insect,green,predator
mantra,saying,phrase,repeated
marco,polo,explorer,venetian
mare,female,horse,adult
marilyn,monroe,actress,icon
marital,married,life,state
marked,notable,distinguished,significant
marlon,brando,actor,icon
marmot,small,rodent,animal
marnia,chronicle,fantasy,lewis
marquis,de sade,noble,writer
marriage,wedding,union,wedlock
married,wedded,spousal,coupled
marry,wed,spouse,together
marsupial,animal,pouched,native
martin,luther,king,right
martyr,sacrifice,saint,devoted
mary,magdalene,mother,virgin
mascara,eye,beauty,cosmetic
masculine,manly,virile,strong
masturbate,self,pleasure,sexual
masturbation,self,pleasure,sexual
matador,bullfighter,spanish,bull
match,ignite,fire,start
mate,partner,pair,couple
material,substance,fabric,textile
maternal,motherly,nurturing,caring
mating,reproduction,animal,breed
matriarch,elder,woman,leader
matrimony,wedlock,marriage,ceremony
mattress,bedding,sleep,pad
matured,aged,seasoned,ripe
matzo,passover,bread,jewish
mayan,civilization,ancient,temple
mayflower,ship,pilgrim,voyage
meanie,mean,person,bully
mecca,holy,islam,pilgrimage
medieval,historical,period,age
meek,gentle,submissive,humble
meekness,humility,gentleness,timid
melanin,pigmant,skin,dark
memoir,life,book,narrative
memory,recall,past,ability
meow,cat,purr,sound
merciful,kind,compassionate,forgiving
mercy,compassion,kindness,forgiveness
mere,simple,only,just
mesh,net,wire,fabric
messiah,savior,jesus,redeemer
methodist,church,christian,wesley
mew,cat,kitten,purr
mia,farrow,actress,film
michaelangelo,artist,sistine,sculptor
middle,east,geography,school
middle-east,region,israel,politics
midwife,birth,attend,healthcare
milkman,delivery,dairy,job
millennium,era,1000,decade
miller,brewer,surname,glenn
million,thousand,money,wealth
mimic,copy,imitate,replicate
minaret,tower,mosque,architecture
minister,clergy,church,governmant
mink,fur,animal,coat
minotaur,myth,labyrinth,monster
miss,wife,married,woman
missionary,religion,preach,convert
missus,wife,spouse,woman
mister,sir,man,formal
mistress,woman,lover,affair
miter,saw,carpentry,angle
mitten,winter,hand,warm
modern,contemporary,current,style
modest,humble,simple,unassuming
modesty,humility,shyness,reserve
modish,trendy,stylish,fashionable
moe,simpson,bar,bartender
mohamed,prophet,islam,quran
mohawk,hairstyle,tribe,punk
mole,skin,animal,spot
molecule,atom,science,tiny
molest,abuse,harass,assault
molt,shed,feather,skin
mom,mother,parent,female
momantous,significant,important,event
mommy,mother,parent,female
mon,mount,hill,geology
monastery,religious,building,community
mongoose,animal,wild,carnivore
monk,religious,celibate,man
monkey,primate,animal,play
monogamy,marriage,fidelity,relationship
monsieur,sir,french,title
monumant,structure,historical,building
mood,emotion,feeling,state
moore,director,fahrenheit,film
moose,animal,big,antler
more,tradition,custom,society
mormon,church,lds,utah
moroni,lds,prophet,angel
mosaic,art,pattern,design
moses,bible,prophet,mount
mosque,islamic,prayer,building
mother,parent,female,caring
motherhood,parenting,nurture,care
motherly,maternal,caring,nurturing
mottled,spotted,pattern,marking
mouse,rodent,rat,small
mowgli,jungle,book,boy
mr,doubtfire,title,character
ms.,miss,woman,title
muezzin,islamic,caller,prayer
muff,warm,clothing,winter
muhammed,prophet,islam,quran
mum,mother,parent,female
municipal,city,governmant,local
murray,tennis,andy,athlete
museum,art,history,collection
muslim,faith,quran,community
mustache,hair,lip,facial
mustelid,weasel,ferret,animal
mutt,dog,canine,pet
muttonchops,facial,beard,hair
naked,bare,uncovered,exposed
nakedness,bare,unclad,exposed
name,identity,personal,title
nan,grandmother,elder,female
nana,grandmother,grandma,elder
nap,sleep,rest,relax
napkin,cloth,table,wipe
nativity,christmas,birth,jesus
navel,belly,body,stomach
nazareth,jesus,birthplace,city
neanderthal,ancient,human,specie
neckline,clothing,fashion,dress
necktie,fashion,shirt,accessory
needle,sewing,sharp,thread
needlepoint,embroidery,sewing,craft
needlework,sewing,craft,stitching
negligee,sleepwear,clothes,comfort
neolithic,ancient,stone,age
nepal,everest,country,himalaya
nephew,boy,relative,son
nepotism,favoritism,power,family
netflix,streaming,series,medium
neuter,spay,castrate,animal
newfoundland,dog,canada,island
nice,pleasant,kind,good
nicely,pleasantly,well,good
niceness,kindness,goodness,pleasant
niece,girl,relative,daughter
nifty,clever,smart,sharp
nightdress,nightwear,sleep,clothes
nightgown,sleepwear,female,clothes
nightie,sleepwear,night,clothes
nightwear,pajama,clothes,sleep
nine,digit,number,eight
ninety,decade,1990s,era
nipple,breast,body,sensitive
nob,knob,door,round
nocturnal,night,dark,active
noir,film,dark,genre
nomanclature,name,term,label
non-believer,atheist,unbeliever,agnostic
non-christian,religion,unbeliever,agnostic
non-religious,secular,atheist,agnostic
nonbeliever,atheist,skeptic,agnostic
nordstrom,store,shopping,departmant
north,korea,star,
northerner,cold,scandinavian,region
nosed,smell,sniff,sharp
nosferatu,vampire,silent,film
nostalgia,yearning,memory,past
noticed,seen,observed,aware
nourishing,healthy,food,wholesome
nude,naked,bare,art
nudity,bare,art,model
nun,sister,religious,catholic
nunnery,convent,religious,monastery
nurture,care,develop,grow
nurturing,caring,supportive,empathetic
ny,york,city,manhattan
nylon,stocking,material,fashion
obeys,follows,listens,command
obi,belt,japanese,traditional
obsolete,outdated,old,dated
occult,mystical,magic,esoteric
offering,present,gift,contribution
offspring,child,descendant,family
oj,simpson,trial,acquittal
old,testamant,faith,bible
old-fashioned,traditional,style,classic
olden,time,past,bygone
older,senior,aged,previous
oldest,ancient,time,long
olive,green,fruit,mediterranean
olympus,mountain,god,greek
omega,watch,end,symbol
onanism,masturbation,self,solo
open-minded,liberal,accepting,tolerant
opossum,marsupial,animal,nocturnal
opposite,different,contrast,antithesis
optimum,best,ideal,peak
orangutan,primate,ape,animal
orchid,flower,tropical,beautiful
orgasm,sexual,pleasure,peak
orientation,preference,identity,sexuality
origami,paper,folding,art
orthodox,traditional,religious,faith
oscar,award,movie,statue
oscillator,device,wave,sound
ottoman,furniture,seat,turkish
outdated,old-fashioned,passe,irrelevant
outfit,clothes,garmant,style
outie,belly,belly button,type
outmoded,dated,obsolete,old
ovary,reproductive,gland,female
overall,denim,work,clothing
overdressed,overdone,too,much
ovum,egg,cell,female
owl,bird,night,predator
ox,animal,bull,farm
oz,wizard,book,land
pachyderm,elephant,large,animal
pacifist,peaceful,war,resister
pad,sanitary,cushion,protection
padded,soft,cushion,material
padding,cushioning,soft,material
paddock,field,enclosure,farm
pagan,non-christian,heathen,religion
painter,artist,brush,paint
paisley,pattern,design,fabric
pajama,sleep,clothing,wear
pal,friend,buddy,companion
palestine,territory,conflict,israel
panda,bear,animal,cute
pant,trouser,clothing,wear
pantheon,temple,rome,religious
panther,big,cat,animal
pantry,food,storage,room
panty,underwear,lingerie,clothes
pantyhose,legwear,sheer,stocking
papa,father,dad,family
papal,church,authority,figure
parent,mother,father,kid
parentage,ancestry,genetics,root
parental,mother,father,guardian
parenthood,family,child-rearing,father
parenting,raising,child,family
parish,community,church,local
parker,spider,superhero,stan
parry,singer,songwriter,gordon
parting,farewell,goodbye,leave
partner,associate,companion,work
passionate,ardent,fervor,intense
passionately,intensely,fervor,deep
passover,jewish,holiday,religious
pastor,minister,church,leader
pastoral,rural,minister,field
pat,father,day,name
pat-down,search,security,airplane
patch,mand,repair,cloth
patchwork,quilt,sew,cloth
paternal,father,relative,kin
patriarch,male,leader,family
pattern,design,motif,decoration
patterned,decorative,design,clothes
paul,apostle,saint,bible
paw,animal,foot,dog
peachy,fruit,sweet,juicy
pearl,harbor,attack,world war ii
peck,kiss,greet,lip
pedigree,ancestry,family,line
peeling,strip,peel,skin
peignoir,lingerie,night,garmant
pelt,fur,animal,skin
pelvic,hip,area,region
pelvis,hip,bone,area
penance,repentance,sin,catholic
penetrate,enter,thrust,force
penetration,sex,act,process
penis,male,organ,body
pension,retiremant,money,old
pensioner,old,retired,age
pentagram,star,symbol,magic
pentecostal,christian,sect,church
people,human,crowd,society
peregrine,falcon,bird,hawk
period,time,cycle,stage
perkins,actress,psycho,film
perm,hair,style,curly
permissive,liberal,lenient,free
perry,singer,songwriter,katy
persecuted,oppressed,martyr,victimized
persecution,oppression,harsh,treatmant
persephone,goddess,spring,greek
person,individual,human,being
pervert,deviant,misuse,sexual
pet,animal,domestic,care
peter,pan,boy,neverland
petting,stroking,animal,caress
pew,church,seat,basilica
peyote,cactus,hallucinogenic,sacred
phallic,symbol,erect,representation
phase,stage,cycle,developmant
phil,dr,science,show
philanthropy,giving,charity,help
phylum,biology,categorization,life
picturesque,scenic,beautiful,view
piety,devotion,religion,faith
piggy,piglet,small,cute
pigtail,hairstyle,cute,child
pilgrim,traveler,mayflower,settler
pilgrimage,holy,mecca,journey
pillow,soft,cushion,comfort
pillowcase,linen,sleep,cover
pimp,broker,manager,illegal
pin,badge,sharp,secure
pious,devout,religious,faithful
pippi,longstocking,child,book
pique,interest,irritate,curiosity
pirouette,ballet,dance,spin
pixel,small,digital,image
placenta,organ,birth,umbilical
plait,hair,style,braid
plastic,synthetic,material,product
platypus,animal,duckbill,aquatic
playboy,magazine,adult,man
playgirl,magazine,adult,feminine
pleasant,nice,enjoyable,likeable
pleasantness,joy,enjoymant,satisfaction
please,request,enjoy,satisfy
pleat,fold,fabric,sew
pledge,oath,promise,commit
plucking,hair,remove,tweeze
plush,soft,teddy,luxury
plymouth,rock,pilgrim,landing
poach,steal,egg,illegal
poacher,illegal,hunting,killer
poaching,illegal,hunting,wildlife
pocket,fabric,clothes,storage
pointe,ballet,dance,toe
pokey,jail,slow,character
polar,bear,ice,cold
pole,north,exploration,cold
polite,courteous,manner,civil
politeness,courtesy,manner,respect
polka,dance,dot,music
polo,sport,horse,game
polyester,fabric,synthetic,material
polygamy,multiple,marriage,relationship
polytheism,many,god,faith
poncho,rain,garmant,waterproof
pony,small,horse,animal
ponytail,hair,style,female
pooch,dog,cute,animal
poodle,breed,dog,curl
pope,catholic,leader,church
poppins,nanny,flying,child
populate,fill,spread,numerous
porcupine,animal,spike,needle
porn,explicit,adult,material
pornography,adult,material,explicit
poseidon,god,sea,greek
possum,nocturnal,marsupial,animal
potamus,hippo,animal,large
pouch,marsupial,bag,carry
pounce,attack,jump,animal
practice,custom,habit,routine
praise,command,admire,applaud
praised,commanded,lauded,exalted
prancer,reindeer,christmas,santa
pravda,newspaper,soviet,medium
pray,devotion,act,worship
prayer,devotion,faith,worship
praying,devotion,act,religious
preach,sermonize,speak,church
preacher,sermon,church,leader
predator,hunter,animal,attack
predecessor,ancestor,before,history
pregnancy,conceiving,carrying,child
pregnant,carrying,expecting,woman
presbyterian,christian,church,denomination
preservation,care,conservation,protection
presley,elvis,music,rock
pretty,lovely,beautiful,charming
prevention,avoidance,safety,caution
prey,hunter,animal,capture
prickle,thorn,sharp,spike
prickly,sharp,thorn,spiky
priest,clergy,church,minister
priesthood,clergy,church,religious
prim,basic,first,simple
prima,ballet,dancer,lead
primal,basic,fundamantal,essential
primate,ape,animal,intelligence
prime,initial,first,basic
primitive,early,first,ancient
primrose,flower,plant,yellow
prissy,fussy,particular,finicky
private,genitals,anatomy,
prized,valued,treasured,appreciated
pro-choice,abortion,right,decision
procreate,mate,reproduce,sex
procreation,reproduce,child,generation
procurer,manager,agent,procure
prodigal,wasteful,return,son
prodigy,exceptional,talented,child
profane,profanity,vulgar,offensive
progenitor,ancestor,forebear,origin
progeny,descendant,child,line
progesterone,hormone,female,cycle
prom,dance,school,event
promanade,walk,stroll,coast
promiscuous,loose,free,sexual
promise,commitmant,oath,undertake
prophet,seer,religious,messenger
prophylactic,preventive,condom,safe
proportion,size,measure,dimansion
propriety,decency,moral,standard
prostate,gland,health,male
prostitute,sex,worker,service
prostitution,sex,work,illegal
protective,guardian,safe,shield
protector,guardian,defender,safety
protects,safeguard,secures,defends
protestant,reformer,faith,christian
