cue,R1,R2,R3
forty,age,number,
forty-five,number,age,math
foundation,base,building,structure
fox,output red,wood,sly
foxy,tail,friend,clever
franciscan,monk,religious,order
frank,honest,name,friendly
frankly,honestly,truthfully,sincerely
frat,party,brotherhood,college
fraternity,brotherhood,foundation,loyalty
fray,fight,wear,tear
freckle,skin,dot,face
freckled,skin,sun,spot
friar,monk,church,habit
friendliness,kindness,smile,hospitality
friendly,kind,polite,warm
friendship,trust,bond,loyalty
frill,lace,ruffle,ornamant
frilly,lace,ruffle,dress
frisk,police,patdown,search
frisky,playful,energetic,spirited
fritter,apple,oil,crispy
frizz,hair,curl,humidity
frock,dress,gown,fashion
frontier,exploration,unknown,adventure
frostbite,cold,injury,skin
fuck,offensive,curse,angry
fundamantal,basic,principle,foundation
fundamantalist,religion,extreme,belief
fur,animal,warm,coat
furnishing,furniture,decor,intrior
furniture,chair,table,sofa
furrowed,brow,wrinkle,line
furry,animal,pet,fur
futon,bed,sofa,fold
fuzz,soft,fluffy,warm
fuzzy,soft,warm,blurred
g'day,australia,hello,mate
gab,communication,text,notification
gaga,lady,monster,performance
gal,woman,female,
gala,event,party,celebration
galahad,knight,arthur,grail
gallant,brave,heroic,courageous
gamma,radiation,particle,ray
garb,trash,clothes,waste
garmant,clothing,dress,shirt
garter,stocking,wedding,lace
gasp,breath,air,surprise
gay,lgbtq,pride,rainbow
gazelle,savanna,antelope,fast
geisha,japan,kimono,tea
gender,male,female,identity
genealogy,family,history,ancestor
generation,youth,age,future
generosity,kindness,charity,giving
generous,kind,charitable,giving
genital,reproductive,organ,private
genitalia,reproduction,anatomy,sexuality
genitals,penis,vagina,sexual
gent,man,suit,hat
gentle,kind,soft,calm
gentleman,suit,tie,manner
gentlemanly,polite,man,etiquette
gentleness,kindness,softness,calm
gently,softly,carefully,delicately
genuine,authentic,real,honest
genuinely,honestly,authentic,truthful
gerbil,pet,rodent,cage
geriatric,elderly,care,medicine
germaine,name,person,identity
gerri,jerry,gary,gerrard
gesticulate,gesture,sign,communicate
gesture,hand,motion,sign
gi,military,army,uniform
gift,present,wrap,surprise
gigolo,escort,seduction,affair
ginsberg,poetry,beat,allen
giraffe,tall,spot,neck
girdle,corset,waist,underwear
girl,boy,child,teen
girlfriend,love,partner,romance
girly,pink,glitter,flower
giver,generosity,donor,helper
giving,gift,charity,help
gladiator,rome,arena,combat
glamorous,luxury,fashion,glitz
glove,hand,finger,winter
gluing,adhesive,paper,craft
gnarled,twisted,knotty,wood
gnu,software,unix,project
goat,milk,farm,horn
goatee,beard,facial,hair
god,deity,mythology,pantheon
godfather,mafia,crime,family
godless,atheism,secular,irreligious
godlessness,atheism,nihilism,irreligion
godliness,divinity,holiness,purity
godly,divine,holy,powerful
godmother,fairy,guide,mantor
gonad,testis,ovary,hormone
good-looking,handome,attractive,pretty
goodbye,farewell,leaving,sadness
goodness,kindness,virtue,grace
goodnight,sleep,dream,bed
goodwill,charity,positive,helpfulness
gopher,rodent,burrow,dig
gordon,ramsey,chef,restaurant
gorgeous,beautiful,stunning,lovely
gorilla,ape,jungle,strong
gospel,bible,church,message
gothic,cathedral,architecture,dark
gown,dress,formal,evening
gr,green,grass,grape
grace,elegance,poise,charm
graceful,elegance,dance,poise
gracefully,elegantly,fluidly,smoothly
graceland,elvis,mansion,memphis
gracious,kind,friendly,polite
grail,knight,quest,legend
gran,sand,rock,beach
grandchild,family,love,youth
granddaughter,family,love,child
grandfather,old,wise,family
grandma,grandfather,cooky,love
grandmother,elderly,care,memory
grandpa,old,wise,gray
grandparent,elderly,wise,story
grandson,grandparent,family,child
granny,elderly,knitting,cooky
grassland,prairie,meadow,savanna
grateful,thankful,appreciative,blessed
gratitude,thankfulness,appreciation,gratefulness
gratuity,tip,service,dining
gravely,serious,dangerous,urgent
greek,mythology,philosophy,olympus
greenback,money,currency,bill
greet,hello,hi,welcome
greeter,hello,welcome,smile
greeting,hello,hi,welcome
gregorian,calendar,month,date
grizzly,bear,wildlife,forest
groin,hip,thigh,pain
groom,bride,wedding,horse
groovy,music,dance,style
grope,touch,feel,grasp
groundhog,animal,burrow,winter
growl,bear,anger,fierce
grownup,adult,responsibility,maturity
gruff,rough,rude,stern
guardian,protector,defender,watcher
guy,people,friend,man
habit,routine,behavior,pattern
hades,underworld,greek,persephone
hair,brush,style,cut
haircut,scissors,barber,style
hairdo,style,cut,salon
hairdresser,scissors,shampoo,mirror
hairless,bald,skin,smooth
hairline,balding,scalp,thin
hairspray,hair,hold,styling
hairstyle,haircut,salon,trend
hairy,furry,beast,leg
haiti,island,caribbean,port-au-prince
hajj,mecca,pilgrimage,islam
halal,food,islam,permissible
hallelujah,praise,choir,gospel
hallo,greeting,hello,hi
halo,ring,aura,glow
hammock,relaxation,tree,swing
hamster,pet,cage,food
handhake,greet,meet,formal
handlebar,mustache,bike,grip
handome,attractive,charming,good-looking
hanger,clothes,closet,dry
hanukkah,manorah,latke,dreidel
happy-go-lucky,carefree,joyful,lighthearted
hard-on,erection,stiffness,arousal
hardcore,music,rock,extreme
hardwood,floor,tree,oak
hare,rabbit,bunny,fast
harlot,prostitute,scandal,medieval
harness,safety,horse,power
hart,deer,animal,forest
hasid,judaism,orthodox,community
hassock,footstool,ottoman,cushion
hast,fast,quick,speed
hat,cap,fedora,beanie
hawkins,stranger,thing,indiana
hayes,isaac,rocket,inventor
headlight,car,night,road
hearted,kind,brave,warm
heartfelt,emotion,kindness,genuine
heathen,pagan,irreligious,unbeliever
heaven,angel,paradise,eternity
heavenly,angel,peace,sky
heaving,wave,ocean,effort
hebrew,israel,language,bible
hedgehog,spine,forest,nocturnal
heel,shoe,fashion,high
hefner,playboy,mansion,hugh
hell,fire,devil,eternal
hellfire,flame,demon,tormant
hellish,fire,tormant,devil
hello,greeting,hi,welcome
helpful,kind,assist,guide
hem,output blood,heart,iron
hemming,sewing,needle,thread
hemp,cannabis,fiber,rope
henry,ford,cavill,writer
hera,zeus,goddess,olympus
hercules,strength,hero,labor
herd,cow,group,animal
heretic,blasphemy,excommunication,heresy
heritage,culture,tradition,history
herman,melville,moby,dick
hero,brave,strong,courageous
heroic,brave,strong,courageous
heroism,courage,bravery,valor
herringbone,pattern,fish,bone
hershey,chocolate,candy,brand
hershey's,chocolate,candy,sweet
hess,energy,enthalpy,chemistry
hey,output hello,hi,friend
hi,output hello,greeting,wave
hide,secret,conceal,disguise
himalaya,mountain,snow,peak
hindu,temple,ritual,god
hinduism,temple,karma,veda
hip,dance,waist,body
hippie,peace,love,flower
hippo,river,africa,large
hippopotamus,output river,africa,large
hipster,trendy,beard,coffee
hirsute,hairy,beard,furry
historic,ancient,past,monumant
historical,ancient,event,documant
history,past,event,ancient
ho,hospital,doctor,nurse
hobbit,frodo,shire,gandalf
hoe,gardening,tool,digging
hole,ground,dig,tunnel
holey,cheese,sock,shoe
holier,saint,devout,pious
holiness,sacred,divine,purity
holocaust,genocide,nazi,concentration
holy,divine,sacred,saint
homely,cozy,comfortable,warm
homemaker,house,clean,cook
homey,cozy,warm,inviting
homily,sermon,preaching,church
hominid,ape,primate,human
homo,sapiens,human,ancestor
homosexual,gay,lesbian,pride
homosexuality,lgbt,pride,identity
honest,truthful,integrity,trustworthy
honestly,truthful,sincere,genuine
honesty,truth,integrity,trust
honeymoon,love,vacation,romance
honor,respect,dignity,integrity
honorable,respect,loyal,integrity
honored,respect,award,recognition
hood,sweatshirt,jacket,car
hoodie,sweater,zipper,comfy
hoodlum,gang,crime,trouble
hoof,horse,cow,goat
hook,fish,hanger,curve
hooker,output fishing,marlin,tackle
hop,jump,skip,leap
hormone,insulin,testosterone,estrogen
horn,bull,noise,brass
horny,lust,desire,attraction
horse,riding,stable,grass
horse-like,equestrian,pony,stable
horseman,horse,battle,apocalypse
hosiery,sock,stocking,nylon
hospice,care,comfort,terminal
hospitable,welcoming,kind,accommodating
hospitality,service,guest,welcome
hound,dog,puppy,howl
household,chore,cleaning,family
housewife,home,cooking,cleaning
howdy,cowboy,texas,hello
howl,wolf,moon,night
hug,love,comfort,embrace
hugable,soft,warm,comfort
hugh,grant,actor,movie
hullo,hello,greeting,hi
human,people,life,society
humane,compassion,kindness,empathy
humanity,people,kindness,community
humankind,people,society,community
humble,kind,modest,meek
humility,modesty,respect,humbleness
hundred,dollar,year,percent
hunk,muscle,strong,fit
hunt,search,prey,forest
hunted,chased,prey,forest
hunter,gun,prey,forest
hunting,animal,forest,rifle
hurrying,rushing,fast,quick
husband,wife,partner,marriage
hussy,promiscuous,improper,shameless
hutch,furniture,storage,cabinet
hyena,savanna,laugh,pack
hyman,membrane,anatomy,vagina
hymn,song,religion,choir
i's,letter,grammar,apostrophe
icecap,cold,glacier,arctic
ideate,brainstorm,create,invent
ideology,philosophy,belief,system
idiosyncrasy,unique,quirk,habit
idiot,foolish,unwise,ignorant
idol,hero,celebrity,worship
idolatry,worship,religion,sacrifice
idolized,admire,hero,worship
ignored,neglect,overlook,omit
ilk,milk,dairy,calf
ill-fitting,tight,uncomfortable,awkward
imam,mosque,prayer,leader
imitates,mimic,copy,replicates
immodest,arrogant,brash,conceited
immoral,unethical,wrong,injustice
implant,surgery,dentistry,medical
impregnate,fertilize,pregnancy,conception
impression,thought,opinion,feeling
imprint,stamp,mark,leave
in-law,family,marriage,relative
inbreeding,genetics,gene,deformity
incest,family,taboo,relation
indianapolis,indiana,racing,capital
infant,baby,newborn,cradle
infatuated,love,crush,obsession
infernal,fire,hell,devil
infertile,barren,sterile,desolate
infidel,unbeliever,faith,heresy
infiltrate,spy,secret,covert
infirm,ill,weak,bedridden
informal,casual,relaxed,unofficial
inky,octopus,black,pen
inn,hotel,lodge,stay
innuendo,suggestion,hint,implication
insanely,crazy,mad,extreme
insemination,fertilization,sperm,egg
insertion,point,position,add
instinct,survival,nature,behavior
integrity,honesty,truth,principle
intercourse,sex,relationship,intimacy
interior,design,furniture,decor
intermittent,sporadic,irregular,occasional
intertwine,twist,braid,connect
intertwined,tangled,connected,combined
intimacy,love,closeness,trust
intimate,close,personal,private
introduce,greet,name,meeting
introduction,beginning,start,opening
invisibility,cloak,stealth,magic
inviting,welcome,gather,party
ionic,bonding,compound,atom
ironed,wrinkle,clothes,steam
isaac,newton,science,gravity
ishmael,moby,dick,whale
islam,muslim,faith,quran
israel,jerusalem,dead sea,tel aviv
israeli,jerusalem,hebrew,middle east
italian,pasta,art,history
italic,font,style,text
iud,contraception,device,woman
ivory,elephant,tusk,white
jackal,desert,wild,scavenger
jacket,coat,warm,clothing
jacob,name,person,biblical
jaguar,car,animal,forest
james,bond,actor,spy
jane,doe,austen,name
jason,argonaut,leader,hero
jay,bird,name,blue
jean,pant,denim,blue
jerry,mouse,cheese,cartoon
jerusalem,israel,holy,temple
jesse,breaking,bad,heisenberg
jesuit,catholic,education,mission
jesus,god,church,bible
jew,synagogue,torah,shabbat
jewish,torah,hebrew,shabbat
jill,jack,hill,water
jimmy,neutron,boy,genius
joan,name,woman,artist
joe,coffee,friend,book
joey,friend,tv,character
jogger,runner,exercise,track
jogging,running,exercise,trail
john,hopkins,university,medicine
jones,indiana,detective,adventure
joseph,biblical,dream,coat
joyce,author,dublin,ulysses
judaism,torah,synagogue,manorah
judge,court,gavel,verdict
judi,output gamble,casino,card
judy,judge,hearing,law
julianne,actress,moore,redhead
jumper,sweater,knit,clothes
jungle,tree,animal,dense
justified,right,align,text
jute,fiber,plant,rope
kain,storm,hurricane,rain
kangaroo,australia,pouch,hopping
karma,fate,destiny,reincarnation
kebab,meat,skewer,grill
kennedy,president,assassination,camelot
kenya,safari,nairobi,wildlife
key,lock,piano,door
key ring,key,metal,chain
kimono,japan,traditional,clothing
kin,muscle,movemant,strength
kind,gentle,helpful,caring
kindly,please,nicely,gently
kindness,compassion,empathy,generosity
kindred,spirit,friendship,connection
king,queen,crown,throne
kink,rope,fetish,twist
kinky,bondage,bdsm,leather
kinship,family,relation,bond
kip,chicken,dish,food
kirk,starfleet,enterprise,captain
kiss,love,romance,lip
kissing,love,romance,lip
kith,kin,folk,friend
kitkat,chocolate,bar,snack
kitten,cat,playful,cute
kitty,cat,paw,fur
kneel,pray,bend,submit
knickers,underwear,garmant,brief
knight,armor,sword,castle
knit,yarn,needle,sweater
knitted,yarn,sweater,winter
knitting,yarn,needle,pattern
knot,rope,sailing,loop
knotted,rope,tangle,twist
knowles,music,performer,beyoncé
koala,bear,eucalyptus,australia
kohl,makeup,eyeliner,beauty
kool-aid,drink,sugar,packet
koran,islam,quran,muslim
kosher,jewish,food,dietary
kyoto,japan,temple,geisha
l,file,directory,command
lab,science,research,experimant
labium,vulva,genitals,anatomy
labrador,dog,pet,retriever
lace,shoe,tie,knot
lacey,curtain,fabric,delicate
lacrosse,stick,goal,field
lad,boy,friend,group
laddie,lad,boy,youth
lady,woman,elegance,grace
laid-back,relaxed,calm,easygoing
laity,congregation,church,faith
lamb,sheep,wool,pasture
laminate,floor,wood,covering
lancelot,knight,arthur,sword
lap,computer,desk,office
lapel,jacket,suit,collar
lapland,snow,reindeer,santa
larder,food,pantry,storage
lariat,lasso,rope,cowboy
lash,eyelash,makeup,eye
lass,output glass,class,lassie
lassie,dog,rescue,television
lasso,cowboy,rope,rodeo
laud,praise,applaud,command
lavish,luxury,opulent,wealth
lawrencium,elemant,chemistry,science
lax,relax,airport,travel
layer,cake,clothing,paint
laze,relax,rest,idle
leaper,jump,hop,bound
leaping,bounding,jumping,springing
leash,dog,collar,walk
leather,bag,jacket,shoe
leathery,tough,skin,texture
leg,foot,walk,knee
leg it,real,genuine,authentic
legacy,inheritance,tradition,heritage
legging,yoga,stretch,gym
legitimate,legal,valid,authentic
lenient,forgiving,easygoing,permissive
lennon,beatles,john,imagine
leonard,physic,scientist,nerd
leopard,spot,jungle,speed
leotard,gymnastics,dance,flexibility
lesbian,gay,lgbtq,pride
levi,jean,denim,brand
libido,desire,sex,instinct
lid,cover,container,jar
life,birth,existence,death
lifespan,longevity,age,health
lifetime,age,memory,duration
likable,friendly,charming,personable
like,love,admire,enjoy
lineage,family,heritage,ancestor
linen,fabric,cloth,
lingerie,underwear,bra,lace
lining,fabric,interior,seam
linnie,name,girl,unique
linoleum,floor,vinyl,tile
lint,dust,fiber,clothes
lion,jungle,roar,pride
lioness,lion,jungle,pride
lip,mouth,smile,kiss
lipstick,makeup,color,cosmetic
literally,word,meaning,exact
liverpool,england,football,beatles
llama,alpaca,furry,andes
lo,output hi,hello,welcome
lock,key,security,door
loin,meat,steak,pork
long,tall,extended,duration
longevity,health,age,lifespan
longhorn,cattle,texas,steer
loom,weave,yarn,fabric
loose,baggy,relaxed,free
loosen,relax,release,unbind
louis,france,architecture,history
lounge,sofa,relax,comfort
lovable,cute,kind,adorable
love,output heart,romance,happiness
loved,heart,care,affection
lovely,beautiful,charming,wonderful
lover,romance,heart,affection
lovestruck,romance,heart,crush
loving,caring,affection,kindness
lovingly,care,affection,tenderness
lox,smoke,salmon,bagel
loyal,trustworthy,faithful,steadfast
loyalty,trust,commitmant,honor
lucifer,devil,hell,angel
luger,gun,pistol,weapon
lunge,exercise,stretch,leg
lupine,wolf,flower,blue
lure,bait,fish,hook
lurk,hide,shadow,sneak
lust,desire,passion,craving
luther,martin,reformation,king
luxurious,rich,elegant,opulent
luxury,wealth,elegance,comfort
lycanthropy,wolf,moon,transformation
lycra,spandex,tight,clothing
m,output windows,software,technology
ma,massachusetts,college,technology
ma'am,woman,respect,polite
mackerel,fish,ocean,blue
madam,woman,respect,polite
madame,lady,french,polite
mademoiselle,french,lady,formal
madly,crazy,passionate,furiously
madonna,singer,icon,music
mag,magazine,gun,ammunition
magdalene,mary,saint,gospel
magi,magic,wise,king
maiden,virgin,young,first
makeup,lipstick,foundation,blush
male,man,boy,gender
maltese,dog,small,breed
mama,mother,parent,care
mammal,whale,lion,bat
mammaries,breast,milk,feed
mammary,gland,milk,breast
mammoth,woolly,elephant,extinct
man,woman,strong,father
man's,fashion,grooming,style
manatee,sea,cow,swim
mand,fix,repair,heal
mane,hair,scalp,brushing
manhood,maturity,strong,responsibility
mankind,humanity,society,civilization
manly,strong,brave,masculine
manner,polite,etiquette,behavior
mannerism,gesture,habit,style
mannerly,polite,courteous,respectful
manopause,hormone,hot,flash
manses,period,cycle,cramp
manstrual,period,pain,cycle
manstruate,period,cycle,cramp
manstruation,period,cycle,blood
mantis,insect,green,praying
mantra,meditation,chant,focus
marco,polo,game,name
mare,acqua,barca,sale
marilyn,monroe,actress,icon
marital,spouse,love,commitmant
marked,grade,highlight,note
marlon,brando,actor,film
marmot,rodent,mountain,furry
marnia,water,ocean,ship
marquis,noble,title,estate
marriage,wedding,love,commitmant
married,wedding,spouse,commitmant
marry,wedding,ring,spouse
marsupial,kangaroo,koala,pouch
martin,luther,king,activist
martyr,sacrifice,hero,death
mary,lamb,nursery,poem
mascara,makeup,eyelash,beauty
masculine,strong,assertive,man
masturbate,private,intimate,personal
masturbation,privacy,intimacy,solitude
matador,bull,fight,spain
match,fire,light,strike
mate,friend,team,pal
material,fabric,wood,metal
maternal,mother,care,love
mating,animal,breeding,reproduction
matriarch,mother,leader,family
matrimony,wedding,marriage,vow
mattress,bed,sleep,comfort
matured,aged,ripe,developed
matzo,bread,passover,jewish
mayan,civilization,mexico,calendar
mayflower,pilgrim,ship,colonist
meanie,bully,rude,unkind
mecca,kaaba,pilgrimage,islam
medieval,knight,castle,armor
meek,quiet,submissive,gentle
meekness,humility,gentleness,modesty
melanin,skin,pigmant,color
memoir,diary,memory,story
memory,brain,recall,past
meow,cat,kitten,purr
merciful,kind,compassionate,forgiving
mercy,forgiveness,compassion,kindness
mere,lake,pond,stream
mesh,net,fabric,wire
messiah,savior,christ,redemption
methodist,church,faith,christian
mew,cat,pokémon,sound
mia,actress,movie,celebrity
michaelangelo,art,renaissance,sculpture
middle,center,median,midpoint
middle-east,desert,camel,oil
midwife,baby,birth,care
milkman,delivery,bottle,dairy
millennium,year,time,history
miller,beer,brewer,bar
million,dollar,wealth,fortune
mimic,copy,imitate,replicate
minaret,mosque,tower,islam
minister,governmant,politics,leader
mink,fur,animal,weasel
minotaur,labyrinth,creature,myth
miss,fails,error,mistake
missionary,church,religion,convert
missus,wife,marriage,spouse
mister,gentleman,formal,title
mistress,dominance,affair,control
miter,saw,cut,angle
mitten,glove,hand,winter
modern,technology,innovation,contemporary
modest,humble,reserved,shy
modesty,humility,grace,virtue
modish,fashionable,trendy,stylish
moe,larry,curly,stooge
mohamed,islam,prophet,mecca
mohawk,native,hairstyle,tribe
mole,skin,spot,animal
molecule,atom,chemistry,matter
molest,harm,abuse,disturb
molt,feather,shed,growth
mom,love,care,home
momantous,important,significant,crucial
mommy,mother,caring,love
mon,output monster,monsoon,demon
monastery,monk,prayer,quiet
mongoose,animal,rodent,small
monk,monastery,robe,chanting
monkey,banana,tree,jungle
monogamy,marriage,commitmant,loyalty
monsieur,french,gentleman,title
monumant,statue,memorial,landmark
mood,happy,sad,angry
moore,gordon,law,economics
moose,deer,antler,forest
more,quantity,addition,extra
mormon,church,faith,utah
moroni,lds,angel,mormon
mosaic,tile,art,pattern
moses,tablet,red sea,prophet
mosque,prayer,islam,minaret
mother,love,care,home
motherhood,love,care,baby
motherly,caring,nurturing,loving
mottled,speckled,patchy,blotchy
mouse,cheese,rodent,trap
mowgli,jungle,book,tarzan
mr,gentleman,title,respect
ms.,teacher,woman,school
muezzin,azan,minaret,imam
muff,cupcake,bakery,sweet
muhammed,prophet,islam,mecca
mum,mother,parent,family
municipal,city,governmant,service
murray,tennis,player,british
museum,art,history,culture
muslim,islam,allah,quran
mustache,hair,face,beard
mustelid,otter,weasel,mink
mutt,dog,mixer,rescue
muttonchops,sideburn,facial,hair
naked,bare,skin,exposed
nakedness,skin,body,exposure
name,identity,label,title
nan,technology,science,particle
nana,banana,grandma,nanny
nap,sleep,rest,pillow
napkin,table,meal,dinner
nativity,birth,christmas,scene
navel,belly,orange,string
nazareth,jesus,bible,israel
neanderthal,caveman,prehistoric,extinct
neckline,collar,dress,shirt
necktie,shirt,knot,formal
needle,thread,sewing,sharp
needlepoint,embroidery,thread,canvas
needlework,embroidery,sewing,thread
negligee,lingerie,silk,nightwear
neolithic,stone,tool,agriculture
nepal,mountain,trekking,himalaya
nephew,family,child,uncle
nepotism,favoritism,privilege,bias
netflix,streaming,show,movie
neuter,gender,spay,neutral
newfoundland,canada,dog,atlantic
nice,kind,friendly,pleasant
nicely,gently,kindly,pleasantly
niceness,kindness,politeness,friendliness
niece,family,child,love
nifty,smart,stylish,quick
nightdress,sleep,bed,comfort
nightgown,sleep,bed,night
nightie,sleep,bed,comfort
nightwear,pajama,robe,slipper
nine,ten,number,digit
ninety,retro,grunge,flannel
nipple,breast,body,milk
nob,noble,aristocrat,honor
nocturnal,owl,bat,night
noir,film,detective,mystery
nomanclature,term,classification,system
non-believer,atheist,skeptic,doubter
non-christian,atheist,agnostic,polytheist
non-religious,secular,atheist,agnostic
nonbeliever,atheist,skeptic,agnostic
nordstrom,store,fashion,shopping
north,south,cold,wind
northerner,cold,snow,accent
nosed,face,smell,nose
nosferatu,vampire,film,shadow
nostalgia,memory,past,childhood
noticed,seen,observed,recognized
nourishing,food,health,growth
nude,bare,skin,body
nudity,bare,skin,exposure
nun,church,habit,convent
nunnery,convent,monastery,sister
nurture,care,grow,develop
nurturing,care,growth,protect
ny,new,york,city
nylon,stocking,tights,fabric
obeys,follows,complies,submits
obi,output jedi,lightsaber,force
obsolete,outdated,antique,archaic
occult,magic,secret,spirit
offering,gift,proposal,contribution
offspring,child,descendant,progeny
oj,simpson,juice,court
old,new,vintage,ancient
old-fashioned,classic,antique,retro
olden,gold,age,historic
older,age,wisdom,experience
oldest,ancient,first,history
olive,pizza,oil,green
olympus,greek,mountain,god
omega,alpha,beta,greek
onanism,masturbation,solitude,intimacy
open-minded,tolerant,accepting,flexible
opossum,marsupial,nocturnal,tail
opposite,contrast,antonym,reverse
optimum,best,maximum,efficient
orangutan,monkey,forest,primate
orchid,flower,delicate,tropical
orgasm,pleasure,ecstasy,climax
orientation,direction,course,position
origami,paper,fold,crane
orthodox,religion,tradition,conservative
oscar,award,actor,movie
oscillator,wave,frequency,circuit
ottoman,empire,furniture,footstool
outdated,obsolete,antiquated,old
outfit,clothes,fashion,style
outie,navel,belly,button
outmoded,obsolete,antiquated,dated
ovary,egg,hormone,ovulation
overall,clothing,work,denim
overdressed,fashion,formal,hot
ovum,egg,cell,fertilization
owl,night,forest,wise
ox,cow,field,hay
oz,wizard,dorothy,emerald
pachyderm,elephant,rhino,hippo
pacifist,peace,nonviolence,harmony
pad,cushion,knee,protection
padded,soft,cushioned,comfort
padding,cushion,soft,comfort
paddock,horse,field,grass
pagan,heathen,ritual,ancient
painter,brush,canvas,art
paisley,pattern,design,textile
pajama,sleep,night,comfort
pal,friend,buddy,companion
palestine,jerusalem,conflict,middle east
panda,bear,bamboo,china
pant,jean,trouser,clothing
pantheon,god,temple,rome
panther,black,stealth,forest
pantry,food,storage,shelf
panty,underwear,lingerie,garmant
pantyhose,stocking,nylon,legwear
papa,dad,father,parent
papal,pope,religion,vatican
parent,child,mother,father
parentage,family,lineage,heritage
parental,guidance,responsibility,care
parenthood,child,responsibility,love
parenting,child,responsibility,care
parish,church,community,village
parker,pen,name,write
parry,sword,block,defense
parting,goodbye,separation,tear
partner,relationship,collaborator,team
passionate,love,fire,enthusiasm
passionately,love,intensity,emotion
passover,jewish,holiday,seder
pastor,church,sermon,faith
pastoral,countryside,serene,rural
pat,vet,animal,health
pat-down,security,frisk,search
patch,fix,repair,update
patchwork,quilt,fabric,stitch
paternal,father,parental,care
patriarch,father,leader,authority
pattern,design,template,sequence
patterned,design,repeat,texture
paul,apostle,name,singer
paw,cat,dog,animal
peachy,fruit,sweet,soft
pearl,oyster,jewelry,white
peck,bird,beak,pecking
pedigree,dog,bloodline,lineage
peeling,skin,fruit,paint
peignoir,robe,silk,lingerie
pelt,fur,hide,leather
pelvic,hip,bone,girdle
pelvis,hip,bone,skeleton
penance,repentance,forgiveness,sacrifice
penetrate,depth,force,entry
penetration,depth,entry,access
penis,male,genital,organ
pension,retiremant,saving,plan
pensioner,retiree,elderly,benefit
pentagram,star,magic,occult
pentecostal,church,faith,revival
people,crowd,community,human
peregrine,falcon,speed,sky
period,time,cycle,stop
perkins,restaurant,food,breakfast
perm,permission,authorization,permit
permissive,lenient,allowing,tolerant
perry,platypus,phineas,agent
persecuted,victim,oppression,injustice
persecution,injustice,discrimination,oppression
persephone,hades,underworld,spring
person,people,human,individual
pervert,creepy,inappropriate,unethical
pet,dog,cat,rabbit
peter,paul,mary,friend
petting,zoo,animal,cat
pew,church,seat,aisle
peyote,cactus,hallucinogen,desert
phallic,penis,male,anatomy
phase,moon,cycle,change
phil,human,name,short
philanthropy,charity,giving,altruism
phylum,biology,class,kingdom
picturesque,scenery,landscape,beauty
piety,devotion,faith,religion
piggy,pig,small,cute
pigtail,hair,braid,girl
pilgrim,journey,faith,travel
pilgrimage,journey,faith,holy
pillow,bed,sleep,cushion
pillowcase,pillow,bed,sleep
pimp,gangster,prostitute,money
pin,needle,sharp,safety
pious,religious,devout,saintly
pippi,longstocking,sweden,book
pique,interest,curiosity,annoyance
pirouette,ballet,dance,grace
pixel,image,screen,display
placenta,birth,embryo,nutrition
plait,braid,hair,twist
plastic,pollution,recycling,synthetic
platypus,duckbill,aquatic,australia
playboy,magazine,bunny,lifestyle
playgirl,model,magazine,pin-up
pleasant,happy,enjoyable,nice
pleasantness,happiness,joy,comfort
please,thank,you,help
pleat,fabric,fold,dress
pledge,promise,commitmant,oath
plucking,guitar,feather,string
plush,toy,soft,stuffed
plymouth,mayflower,harbor,history
poach,egg,hunt,illegal
poacher,illegal,hunter,animal
poaching,illegal,hunting,wildlife
pocket,pant,key,coin
pointe,ballet,dance,shoe
pokey,prison,cell,bar
polar,bear,ice,arctic
pole,flag,dance,vault
polite,kind,respectful,courteous
politeness,manner,respect,courtesy
polka,dance,dot,pattern
polo,shirt,horse,game
polyester,fabric,synthetic,clothing
polygamy,marriage,spouse,relationship
polytheism,god,belief,religion
poncho,rain,coat,weather
pony,horse,riding,trail
ponytail,hair,elastic,style
pooch,dog,pet,puppy
poodle,dog,fluffy,pet
pope,vatican,priest,church
poppins,mary,umbrella,nanny
populate,fill,spread,grow
porcupine,quill,spiky,animal
porn,sex,adult,video
pornography,adult,xxx,explicit
poseidon,trident,greek,sea
possum,nocturnal,marsupial,tail
potamus,hippo,river,large
pouch,bag,satchel,purse
pounce,cat,leap,attack
practice,habit,discipline,routine
praise,complimant,admiration,applause
praised,admired,complimanted,honored
prancer,reindeer,santa,christmas
pravda,newspaper,truth,russia
pray,church,faith,blessing
prayer,faith,hymn,hope
praying,faith,hope,peace
preach,sermon,church,gospel
preacher,sermon,church,bible
predator,hunter,prey,stealth
predecessor,ancestor,prequels,forebear
pregnancy,baby,mother,health
pregnant,baby,mother,birth
presbyterian,church,minister,faith
preservation,protection,conservation,heritage
presley,elvis,rock,music
pretty,beautiful,cute,elegant
prevention,health,safety,protection
prey,predator,hunt,escape
prickle,thorn,needle,cactus
prickly,cactus,thorn,hedgehog
priest,church,religion,clergy
priesthood,church,clergy,ordination
prim,number one,primary,essential
prima,first,primary,best
primal,instinct,survival,ancient
primate,monkey,ape,chimpanzee
prime,number,math,integer
primitive,cave,tool,fire
primrose,flower,yellow,garden
prissy,fussy,stuffy,finicky
private,soldier,army,military
prized,valuable,trophy,medal
pro-choice,abortion,right,freedom
procreate,art,draw,sketch
procreation,reproduction,offspring,fertility
procurer,supplier,broker,middleman
prodigal,son,return,lavish
prodigy,talent,genius,skill
profane,offensive,vulgar,blasphemous
progenitor,ancestor,parent,origin
progeny,offspring,child,descendant
